index,raw_24bit,timestamp_ms
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,1
9,0,1
10,0,1
11,0,1
12,0,1
13,0,1
14,0,1
15,0,1
16,0,2
17,0,2
18,0,2
19,0,2
20,0,2
21,0,2
22,0,2
23,0,2
24,0,3
25,0,3
26,0,3
27,0,3
28,0,3
29,0,3
30,0,3
31,0,3
32,0,4
33,0,4
34,0,4
35,0,4
36,0,4
37,0,4
38,0,4
39,0,4
40,0,5
41,0,5
42,0,5
43,0,5
44,0,5
45,0,5
46,0,5
47,0,5
48,0,6
49,0,6
50,0,6
51,0,6
52,0,6
53,0,6
54,0,6
55,0,6
56,0,7
57,0,7
58,0,7
59,0,7
60,0,7
61,0,7
62,0,7
63,0,7
64,0,8
65,0,8
66,0,8
67,0,8
68,0,8
69,0,8
70,0,8
71,0,8
72,0,9
73,0,9
74,0,9
75,0,9
76,0,9
77,0,9
78,0,9
79,0,9
80,0,10
81,0,10
82,0,10
83,0,10
84,0,10
85,0,10
86,0,10
87,0,10
88,0,11
89,0,11
90,0,11
91,0,11
92,0,11
93,0,11
94,0,11
95,0,11
96,0,12
97,0,12
98,0,12
99,0,12
100,0,12
101,0,12
102,0,12
103,0,12
104,0,13
105,0,13
106,0,13
107,0,13
108,0,13
109,0,13
110,0,13
111,0,13
112,0,14
113,0,14
114,0,14
115,0,14
116,0,14
117,0,14
118,0,14
119,0,14
120,0,15
121,0,15
122,0,15
123,0,15
124,0,15
125,0,15
126,0,15
127,0,15
128,0,16
129,0,16
130,0,16
131,0,16
132,0,16
133,0,16
134,0,16
135,0,16
136,0,17
137,0,17
138,0,17
139,0,17
140,0,17
141,0,17
142,0,17
143,0,17
144,0,18
145,0,18
146,0,18
147,0,18
148,0,18
149,0,18
150,0,18
151,0,18
152,0,19
153,0,19
154,0,19
155,0,19
156,0,19
157,0,19
158,0,19
159,0,19
160,0,20
161,0,20
162,0,20
163,0,20
164,0,20
165,0,20
166,0,20
167,0,20
168,0,21
169,0,21
170,0,21
171,0,21
172,0,21
173,0,21
174,0,21
175,0,21
176,0,22
177,0,22
178,0,22
179,0,22
180,0,22
181,0,22
182,0,22
183,0,22
184,0,23
185,0,23
186,0,23
187,0,23
188,0,23
189,0,23
190,0,23
191,0,23
192,0,24
193,0,24
194,0,24
195,0,24
196,0,24
197,0,24
198,0,24
199,0,24
200,0,25
201,0,25
202,0,25
203,0,25
204,0,25
205,0,25
206,0,25
207,0,25
208,0,26
209,0,26
210,0,26
211,0,26
212,0,26
213,0,26
214,0,26
215,0,26
216,0,27
217,0,27
218,0,27
219,0,27
220,0,27
221,0,27
222,0,27
223,0,27
224,0,28
225,0,28
226,0,28
227,0,28
228,0,28
229,0,28
230,0,28
231,0,28
232,0,29
233,0,29
234,0,29
235,0,29
236,0,29
237,0,29
238,0,29
239,0,29
240,0,30
241,0,30
242,0,30
243,0,30
244,0,30
245,0,30
246,0,30
247,0,30
248,0,31
249,0,31
250,0,31
251,0,31
252,0,31
253,0,31
254,0,31
255,0,31
256,0,32
257,0,32
258,0,32
259,0,32
260,0,32
261,0,32
262,0,32
263,0,32
264,0,33
265,0,33
266,0,33
267,0,33
268,0,33
269,0,33
270,0,33
271,0,33
272,0,34
273,0,34
274,0,34
275,0,34
276,0,34
277,0,34
278,0,34
279,0,34
280,0,35
281,0,35
282,0,35
283,0,35
284,0,35
285,0,35
286,0,35
287,0,35
288,0,36
289,0,36
290,0,36
291,0,36
292,0,36
293,0,36
294,0,36
295,0,36
296,0,37
297,0,37
298,0,37
299,0,37
300,0,37
301,0,37
302,0,37
303,0,37
304,0,38
305,0,38
306,0,38
307,0,38
308,0,38
309,0,38
310,0,38
311,0,38
312,0,39
313,0,39
314,0,39
315,0,39
316,0,39
317,0,39
318,0,39
319,0,39
320,0,40
321,0,40
322,0,40
323,0,40
324,0,40
325,0,40
326,0,40
327,0,40
328,0,41
329,0,41
330,0,41
331,0,41
332,0,41
333,0,41
334,0,41
335,0,41
336,0,42
337,0,42
338,0,42
339,0,42
340,0,42
341,0,42
342,0,42
343,0,42
344,0,43
345,0,43
346,0,43
347,0,43
348,0,43
349,0,43
350,0,43
351,0,43
352,0,44
353,0,44
354,0,44
355,0,44
356,0,44
357,0,44
358,0,44
359,0,44
360,0,45
361,0,45
362,0,45
363,0,45
364,0,45
365,0,45
366,0,45
367,0,45
368,0,46
369,0,46
370,0,46
371,0,46
372,0,46
373,0,46
374,0,46
375,0,46
376,0,47
377,0,47
378,0,47
379,0,47
380,0,47
381,0,47
382,0,47
383,0,47
384,0,48
385,0,48
386,0,48
387,0,48
388,0,48
389,0,48
390,0,48
391,0,48
392,0,49
393,0,49
394,0,49
395,0,49
396,0,49
397,0,49
398,0,49
399,0,49
400,0,50
401,0,50
402,0,50
403,0,50
404,0,50
405,0,50
406,0,50
407,0,50
408,0,51
409,0,51
410,0,51
411,0,51
412,0,51
413,0,51
414,0,51
415,0,51
416,0,52
417,0,52
418,0,52
419,0,52
420,0,52
421,0,52
422,0,52
423,0,52
424,0,53
425,0,53
426,0,53
427,0,53
428,0,53
429,0,53
430,0,53
431,0,53
432,0,54
433,0,54
434,0,54
435,0,54
436,0,54
437,0,54
438,0,54
439,0,54
440,0,55
441,0,55
442,0,55
443,0,55
444,0,55
445,0,55
446,0,55
447,0,55
448,0,56
449,0,56
450,0,56
451,0,56
452,0,56
453,0,56
454,0,56
455,0,56
456,0,57
457,0,57
458,0,57
459,0,57
460,0,57
461,0,57
462,0,57
463,0,57
464,0,58
465,0,58
466,0,58
467,0,58
468,0,58
469,0,58
470,0,58
471,0,58
472,0,59
473,0,59
474,0,59
475,0,59
476,0,59
477,0,59
478,0,59
479,0,59
480,0,60
481,0,60
482,0,60
483,0,60
484,0,60
485,0,60
486,0,60
487,0,60
488,0,61
489,0,61
490,0,61
491,0,61
492,0,61
493,0,61
494,0,61
495,0,61
496,0,62
497,0,62
498,0,62
499,0,62
500,0,62
501,0,62
502,0,62
503,0,62
504,0,63
505,0,63
506,0,63
507,0,63
508,0,63
509,0,63
510,0,63
511,0,63
512,0,64
513,0,64
514,0,64
515,0,64
516,0,64
517,0,64
518,0,64
519,0,64
520,0,65
521,0,65
522,0,65
523,0,65
524,0,65
525,0,65
526,0,65
527,0,65
528,0,66
529,0,66
530,0,66
531,0,66
532,0,66
533,0,66
534,0,66
535,0,66
536,0,67
537,0,67
538,0,67
539,0,67
540,0,67
541,0,67
542,0,67
543,0,67
544,0,68
545,0,68
546,0,68
547,0,68
548,0,68
549,0,68
550,0,68
551,0,68
552,0,69
553,0,69
554,0,69
555,0,69
556,0,69
557,0,69
558,0,69
559,0,69
560,0,70
561,0,70
562,0,70
563,0,70
564,0,70
565,0,70
566,0,70
567,0,70
568,0,71
569,0,71
